hangul,kanji,font0_slot_index,font0_page,font0_u0,font0_v0,font1_slot_index,font1_page,font1_u0,font1_v0,code_hex_font0,code_hex_font1
윳,按,37,0,0.703469,0.373718,,,,,0x00E68C89,
융,好,852,0,0.813385,0.769419,477,6,0.644846,0.322423,0x00E5A5BD,0x00E5A5BD
윷,鞍,41,0,0.791402,0.373718,,,,,0x00E99E8D,
으,園,159,0,0.417684,0.439668,75,3,0.161212,0.56424,0x00E59C92,0x00E59C92
윽,杏,42,0,0.813385,0.373718,,,,,0x00E69D8F,
은,宴,162,0,0.483635,0.439668,76,3,0.241817,0.56424,0x00E5AEB4,0x00E5AEB4
을,逢,10,0,0.109917,0.373718,4,3,0.241817,0.080606,0x00E980A2,0x00E980A2
읊,伊,44,0,0.857352,0.373718,,,,,0x00E4BC8A,
음,暇,232,0,0.043967,0.483635,118,3,0.725452,0.806058,0x00E69A87,0x00E69A87
읍,夷,49,0,0.967269,0.373718,,,,,0x00E5A4B7,
읏,紙,1105,0,0.439668,0.901319,622,7,0.725452,0.322423,0x00E7B499,0x00E7B499
응,困,945,0,0.879336,0.813385,529,6,0,0.725452,0x00E59BB0,0x00E59BB0
읒,尉,52,0,0.043967,0.395701,,,,,0x00E5B089,
읓,惟,53,0,0.06595,0.395701,,,,,0x00E6839F,
읔,慰,55,0,0.109917,0.395701,,,,,0x00E685B0,
읕,緯,63,0,0.285784,0.395701,,,,,0x00E7B7AF,
읖,胃,64,0,0.307767,0.395701,,,,,0x00E88383,
읗,萎,65,0,0.329751,0.395701,,,,,0x00E8908E,
의,哀,6,0,0.021983,0.373718,1,3,0,0.080606,0x00E59380,0x00E59380
읜,謂,67,0,0.373718,0.395701,,,,,0x00E8AC82,
읠,医,70,0,0.439668,0.395701,,,,,0x00E58CBB,
읨,亥,72,0,0.483635,0.395701,,,,,0x00E4BAA5,
읫,郁,75,0,0.549585,0.395701,,,,,0x00E98381,
이,挨,8,0,0.06595,0.373718,3,3,0.161212,0.080606,0x00E68CA8,0x00E68CA8
익,祝,1266,1,0.021983,0,721,8,0,0.080606,0x00E7A59D,0x00E7A59D
인,迂,105,0,0.219834,0.417684,51,3,0.161212,0.403029,0x00E8BF82,0x00E8BF82
일,泳,138,0,0.945286,0.417684,64,3,0.241817,0.483635,0x00E6B3B3,0x00E6B3B3
읽,舎,1172,0,0.923302,0.923302,658,7,0.725452,0.56424,0x00E8888E,0x00E8888E
읾,磯,76,0,0.571568,0.395701,,,,,0x00E7A3AF,
잃,悉,1158,0,0.615535,0.923302,654,7,0.403029,0.56424,0x00E68289,0x00E68289
임,宇,102,0,0.153884,0.417684,49,3,0,0.403029,0x00E5AE87,0x00E5AE87
입,迦,253,0,0.505618,0.483635,131,3,0.806058,0.886663,0x00E8BFA6,0x00E8BFA6
잇,昆,952,0,0.043967,0.835369,532,6,0.241817,0.725452,0x00E69886,0x00E69886
있,英,144,0,0.087934,0.439668,65,3,0.322423,0.483635,0x00E88BB1,0x00E88BB1
잉,稲,81,0,0.681485,0.395701,,,,,0x00E7A8B2,
잊,茨,82,0,0.703469,0.395701,,,,,0x00E88CA8,
잎,遮,1184,0,0.197851,0.945286,666,7,0.403029,0.644846,0x00E981AE,0x00E981AE
자,一,77,0,0.593552,0.395701,37,3,0,0.322423,0x00E4B880,0x00E4B880
작,奥,187,0,0.043967,0.461651,91,3,0.483635,0.644846,0x00E5A5A5,0x00E5A5A5
잔,却,520,0,0.439668,0.615535,274,4,0.725452,0.886663,0x00E58DB4,0x00E58DB4
잖,芋,83,0,0.725452,0.395701,,,,,0x00E88A8B,
잗,鰯,84,0,0.747435,0.395701,,,,,0x00E9B0AF,
잘,誇,809,0,0.857352,0.747435,454,6,0.725452,0.161212,0x00E8AA87,0x00E8AA87
잚,允,85,0,0.769419,0.395701,,,,,0x00E58581,
잠,袈,681,0,0.021983,0.703469,372,5,0.886663,0.56424,0x00E8A288,0x00E8A288
잡,怯,582,0,0.813385,0.637518,316,5,0.241817,0.241817,0x00E680AF,0x00E680AF
잣,咽,87,0,0.813385,0.395701,,,,,0x00E592BD,
잤,姻,90,0,0.879336,0.395701,,,,,0x00E5A7BB,
장,壱,78,0,0.615535,0.395701,38,3,0.080606,0.322423,0x00E5A3B1,0x00E5A3B1
잦,淫,93,0,0.945286,0.395701,,,,,0x00E6B7AB,
재,化,218,0,0.725452,0.461651,109,3,0,0.806058,0x00E58C96,0x00E58C96
잭,胤,94,0,0.967269,0.395701,,,,,0x00E883A4,
잰,蔭,95,0,0,0.417684,,,,,0x00E894AD,
잴,院,96,0,0.021983,0.417684,,,,,0x00E999A2,
잼,韻,99,0,0.087934,0.417684,,,,,0x00E99FBB,
잽,吋,100,0,0.109917,0.417684,,,,,0x00E5908B,
잿,烏,103,0,0.175867,0.417684,,,,,0x00E7838F,
쟀,卯,107,0,0.263801,0.417684,,,,,0x00E58DAF,
쟁,国,928,0,0.505618,0.813385,516,6,0.886663,0.56424,0x00E59BBD,0x00E59BBD
쟈,種,1208,0,0.725452,0.945286,683,7,0.806058,0.725452,0x00E7A8AE,0x00E7A8AE
쟉,鵜,108,0,0.285784,0.417684,,,,,0x00E9B59C,
쟌,丑,110,0,0.329751,0.417684,,,,,0x00E4B891,
쟎,碓,111,0,0.351734,0.417684,,,,,0x00E7A293,
쟐,臼,112,0,0.373718,0.417684,,,,,0x00E887BC,
쟘,唄,115,0,0.439668,0.417684,,,,,0x00E59484,
쟝,欝,116,0,0.461651,0.417684,,,,,0x00E6AC9D,
쟤,蔚,117,0,0.483635,0.417684,,,,,0x00E8949A,
쟨,鰻,118,0,0.505618,0.417684,,,,,0x00E9B0BB,
쟬,姥,119,0,0.527601,0.417684,,,,,0x00E5A7A5,
저,敢,403,0,0.835369,0.549585,206,4,0.080606,0.483635,0x00E695A2,0x00E695A2
적,印,86,0,0.791402,0.395701,41,3,0.322423,0.322423,0x00E58DB0,0x00E58DB0
전,鋭,147,0,0.153884,0.439668,68,3,0.56424,0.483635,0x00E98BAD,0x00E98BAD
절,計,714,0,0.747435,0.703469,391,5,0.483635,0.725452,0x00E8A888,0x00E8A888
젊,厩,120,0,0.549585,0.417684,,,,,0x00E58EA9,
점,旧,547,0,0.043967,0.637518,296,5,0.56424,0.080606,0x00E697A7,0x00E697A7
접,暁,604,0,0.307767,0.659502,334,5,0.725452,0.322423,0x00E69A81,0x00E69A81
젓,殖,1414,1,0.307767,0.06595,799,8,0.483635,0.56424,0x00E6AE96,0x00E6AE96
정,右,101,0,0.1319,0.417684,48,3,0.886663,0.322423,0x00E58FB3,0x00E58FB3
젖,浦,121,0,0.571568,0.417684,,,,,0x00E6B5A6,
제,応,189,0,0.087934,0.461651,93,3,0.644846,0.644846,0x00E5BF9C,0x00E5BF9C
젝,瓜,122,0,0.593552,0.417684,,,,,0x00E7939C,
젠,搾,1022,0,0.593552,0.857352,574,7,0.725452,0,0x00E690BE,0x00E690BE
젤,閏,123,0,0.615535,0.417684,,,,,0x00E9968F,
젬,云,125,0,0.659502,0.417684,,,,,0x00E4BA91,
젭,荏,128,0,0.725452,0.417684,,,,,0x00E88D8F,
젯,松,1347,1,0.813385,0.021983,763,8,0.483635,0.322423,0x00E69DBE,0x00E69DBE
젱,叡,130,0,0.769419,0.417684,,,,,0x00E58FA1,
져,玄,781,0,0.241817,0.747435,440,6,0.56424,0.080606,0x00E78E84,0x00E78E84
젼,営,131,0,0.791402,0.417684,,,,,0x00E596B6,
졀,嬰,132,0,0.813385,0.417684,,,,,0x00E5ACB0,
졈,曳,135,0,0.879336,0.417684,,,,,0x00E69BB3,
졉,洩,139,0,0.967269,0.417684,,,,,0x00E6B4A9,
졌,塞,982,0,0.703469,0.835369,551,6,0.806058,0.806058,0x00E5A19E,0x00E5A19E
졍,瑛,140,0,0,0.439668,,,,,0x00E7919B,
졔,盈,141,0,0.021983,0.439668,,,,,0x00E79B88,
조,河,236,0,0.1319,0.483635,121,3,0,0.886663,0x00E6B2B3,0x00E6B2B3
족,娯,821,0,0.1319,0.769419,462,6,0.403029,0.241817,0x00E5A8AF,0x00E5A8AF
존,客,521,0,0.461651,0.615535,275,4,0.806058,0.886663,0x00E5AEA2,0x00E5AEA2
졸,三,1051,0,0.241817,0.879336,589,7,0,0.161212,0x00E4B889,0x00E4B889
졺,穎,142,0,0.043967,0.439668,,,,,0x00E7A98E,
좀,死,1099,0,0.307767,0.901319,619,7,0.483635,0.322423,0x00E6ADBB,0x00E6ADBB
좁,焼,1355,1,0,0.043967,766,8,0.725452,0.322423,0x00E784BC,0x00E784BC
좃,頴,143,0,0.06595,0.439668,,,,,0x00E9A0B4,
종,顎,343,0,0.505618,0.527601,181,4,0,0.322423,0x00E9A18E,0x00E9A18E
좆,疫,149,0,0.197851,0.439668,,,,,0x00E796AB,
좇,駅,151,0,0.241817,0.439668,,,,,0x00E9A785,
좋,窟,661,0,0.571568,0.681485,365,5,0.322423,0.56424,0x00E7AA9F,0x00E7AA9F
좌,獄,933,0,0.615535,0.813385,520,6,0.241817,0.644846,0x00E78D84,0x00E78D84
좍,閲,155,0,0.329751,0.439668,,,,,0x00E996B2,
좔,榎,156,0,0.351734,0.439668,,,,,0x00E6A68E,
좝,厭,157,0,0.373718,0.439668,,,,,0x00E58EAD,
좟,堰,160,0,0.439668,0.439668,,,,,0x00E5A0B0,
좡,奄,161,0,0.461651,0.439668,,,,,0x00E5A584,
좨,掩,165,0,0.549585,0.439668,,,,,0x00E68EA9,
좼,焔,170,0,0.659502,0.439668,,,,,0x00E78494,
좽,燕,172,0,0.703469,0.439668,,,,,0x00E78795,
죄,止,1098,0,0.285784,0.901319,618,7,0.403029,0.322423,0x00E6ADA2,0x00E6ADA2
죈,猿,173,0,0.725452,0.439668,,,,,0x00E78CBF,
죌,艶,175,0,0.769419,0.439668,,,,,0x00E889B6,
죔,薗,177,0,0.813385,0.439668,,,,,0x00E89697,
죕,鉛,179,0,0.857352,0.439668,,,,,0x00E9899B,
죗,鴛,180,0,0.879336,0.439668,,,,,0x00E9B49B,
죙,於,182,0,0.923302,0.439668,,,,,0x00E696BC,
죠,少,1332,1,0.483635,0.021983,756,8,0.886663,0.241817,0x00E5B091,0x00E5B091
죡,甥,184,0,0.967269,0.439668,,,,,0x00E794A5,
죤,旺,191,0,0.1319,0.461651,,,,,0x00E697BA,
죵,欧,193,0,0.175867,0.461651,,,,,0x00E6ACA7,
주,遠,178,0,0.835369,0.439668,86,3,0.080606,0.644846,0x00E981A0,0x00E981A0
죽,恨,949,0,0.967269,0.813385,530,6,0.080606,0.725452,0x00E681A8,0x00E681A8
준,可,225,0,0.879336,0.461651,114,3,0.403029,0.806058,0x00E58FAF,0x00E58FAF
줄,局,606,0,0.351734,0.659502,336,5,0.886663,0.322423,0x00E5B180,0x00E5B180
줅,翁,196,0,0.241817,0.461651,,,,,0x00E7BF81,
줆,襖,197,0,0.263801,0.461651,,,,,0x00E8A596,
줌,策,1027,0,0.703469,0.857352,576,7,0.886663,0,0x00E7AD96,0x00E7AD96
줍,際,1002,0,0.153884,0.857352,566,7,0.080606,0,0x00E99A9B,0x00E99A9B
줏,鴬,198,0,0.285784,0.461651,,,,,0x00E9B4AC,
중,塩,181,0,0.901319,0.439668,87,3,0.161212,0.644846,0x00E5A1A9,0x00E5A1A9
줘,荒,898,0,0.835369,0.791402,497,6,0.322423,0.483635,0x00E88D92,0x00E88D92
줬,鴎,199,0,0.307767,0.461651,,,,,0x00E9B48E,
줴,沖,202,0,0.373718,0.461651,,,,,0x00E6B296,
쥐,荻,203,0,0.395701,0.461651,,,,,0x00E88DBB,
쥑,億,204,0,0.417684,0.461651,,,,,0x00E58484,
쥔,女,1310,1,0,0.021983,742,8,0.725452,0.161212,0x00E5A5B3,0x00E5A5B3
쥘,臆,207,0,0.483635,0.461651,,,,,0x00E88786,
쥠,桶,208,0,0.505618,0.461651,,,,,0x00E6A1B6,
쥡,牡,209,0,0.527601,0.461651,,,,,0x00E789A1,
쥣,卸,212,0,0.593552,0.461651,,,,,0x00E58DB8,
쥬,伽,221,0,0.791402,0.461651,,,,,0x00E4BCBD,
쥰,佳,223,0,0.835369,0.461651,,,,,0x00E4BDB3,
쥴,嘉,226,0,0.901319,0.461651,,,,,0x00E59889,
쥼,夏,227,0,0.923302,0.461651,,,,,0x00E5A48F,
즈,運,126,0,0.681485,0.417684,57,3,0.644846,0.403029,0x00E9818B,0x00E9818B
즉,彩,985,0,0.769419,0.835369,552,6,0.886663,0.806058,0x00E5BDA9,0x00E5BDA9
즌,寡,230,0,0,0.483635,,,,,0x00E5AFA1,
즐,鎖,972,0,0.483635,0.835369,544,6,0.241817,0.806058,0x00E98E96,0x00E98E96
즘,架,234,0,0.087934,0.483635,,,,,0x00E69EB6,
즙,珂,238,0,0.175867,0.483635,,,,,0x00E78F82,
즛,禾,240,0,0.219834,0.483635,,,,,0x00E7A6BE,
증,拡,323,0,0.06595,0.527601,169,4,0,0.241817,0x00E68BA1,0x00E68BA1
지,移,61,0,0.241817,0.395701,29,3,0.322423,0.241817,0x00E7A7BB,0x00E7A7BB
직,揮,465,0,0.219834,0.593552,244,4,0.241817,0.725452,0x00E68FAE,0x00E68FAE
진,円,158,0,0.395701,0.439668,74,3,0.080606,0.56424,0x00E58686,0x00E58686
짇,茄,245,0,0.329751,0.483635,,,,,0x00E88C84,
질,記,484,0,0.637518,0.593552,254,4,0.080606,0.806058,0x00E8A898,0x00E8A898
짊,蝦,249,0,0.417684,0.483635,,,,,0x00E89DA6,
짐,業,605,0,0.329751,0.659502,335,5,0.806058,0.322423,0x00E6A5AD,0x00E6A5AD
집,角,332,0,0.263801,0.527601,174,4,0.403029,0.241817,0x00E8A792,0x00E8A792
짓,源,780,0,0.219834,0.747435,439,6,0.483635,0.080606,0x00E6BA90,0x00E6BA90
징,轟,923,0,0.395701,0.813385,513,6,0.644846,0.56424,0x00E8BD9F,0x00E8BD9F
짖,衆,1239,0,0.417684,0.967269,706,7,0.725452,0.886663,0x00E8A186,0x00E8A186
짙,課,250,0,0.439668,0.483635,,,,,0x00E8AAB2,
짚,嘩,251,0,0.461651,0.483635,,,,,0x00E598A9,
짜,極,608,0,0.395701,0.659502,338,5,0.080606,0.403029,0x00E6A5B5,0x00E6A5B5
짝,貨,252,0,0.483635,0.483635,,,,,0x00E8B2A8,
짠,霞,255,0,0.549585,0.483635,,,,,0x00E99C9E,
짢,蚊,256,0,0.571568,0.483635,,,,,0x00E89A8A,
짤,峨,258,0,0.615535,0.483635,,,,,0x00E5B3A8,
짧,曲,607,0,0.373718,0.659502,337,5,0,0.403029,0x00E69BB2,0x00E69BB2
짬,臥,262,0,0.703469,0.483635,,,,,0x00E887A5,
짭,蛾,264,0,0.747435,0.483635,,,,,0x00E89BBE,
짯,賀,265,0,0.769419,0.483635,,,,,0x00E8B380,
짰,餓,267,0,0.813385,0.483635,,,,,0x00E9A493,
짱,廻,275,0,0,0.505618,,,,,0x00E5BBBB,
째,期,469,0,0.307767,0.593552,247,4,0.483635,0.725452,0x00E69C9F,0x00E69C9F
짹,恢,279,0,0.087934,0.505618,,,,,0x00E681A2,
짼,晦,285,0,0.219834,0.505618,,,,,0x00E699A6,
쨀,械,286,0,0.241817,0.505618,,,,,0x00E6A2B0,
쨈,芥,292,0,0.373718,0.505618,,,,,0x00E88AA5,
쨉,蟹,293,0,0.395701,0.505618,,,,,0x00E89FB9,
쨋,貝,296,0,0.461651,0.505618,,,,,0x00E8B29D,
쨌,凱,297,0,0.483635,0.505618,,,,,0x00E587B1,
쨍,劾,298,0,0.505618,0.505618,,,,,0x00E58ABE,
쨔,咳,300,0,0.549585,0.505618,,,,,0x00E592B3,
쨘,慨,303,0,0.615535,0.505618,,,,,0x00E685A8,
쨩,概,304,0,0.637518,0.505618,,,,,0x00E6A682,
쩌,乗,1389,1,0.747435,0.043967,785,8,0.322423,0.483635,0x00E4B997,0x00E4B997
쩍,守,1202,0,0.593552,0.945286,679,7,0.483635,0.725452,0x00E5AE88,0x00E5AE88
쩐,涯,305,0,0.659502,0.505618,,,,,0x00E6B6AF,
쩔,俊,1274,1,0.197851,0,727,8,0.483635,0.080606,0x00E4BF8A,0x00E4BF8A
쩜,該,309,0,0.747435,0.505618,,,,,0x00E8A9B2,
쩝,鎧,310,0,0.769419,0.505618,,,,,0x00E98EA7,
쩟,骸,311,0,0.791402,0.505618,,,,,0x00E9AAB8,
쩠,浬,312,0,0.813385,0.505618,,,,,0x00E6B5AC,
쩡,馨,313,0,0.835369,0.505618,,,,,0x00E9A6A8,
쩨,蛙,314,0,0.857352,0.505618,,,,,0x00E89B99,
쩽,柿,316,0,0.901319,0.505618,,,,,0x00E69FBF,
쪄,蛎,317,0,0.923302,0.505618,,,,,0x00E89B8E,
쪘,鈎,318,0,0.945286,0.505618,,,,,0x00E9888E,
쪼,劃,319,0,0.967269,0.505618,,,,,0x00E58A83,
쪽,向,847,0,0.703469,0.769419,475,6,0.483635,0.322423,0x00E59091,0x00E59091
쫀,嚇,320,0,0,0.527601,,,,,0x00E59A87,
쫄,廓,322,0,0.043967,0.527601,,,,,0x00E5BB93,
쫌,撹,324,0,0.087934,0.527601,,,,,0x00E692B9,
쫍,核,326,0,0.1319,0.527601,,,,,0x00E6A0B8,
쫏,殻,327,0,0.153884,0.527601,,,,,0x00E6AEBB,
쫑,穫,330,0,0.219834,0.527601,,,,,0x00E7A9AB,
쫓,錆,1047,0,0.153884,0.879336,587,7,0.806058,0.080606,0x00E98C86,0x00E98C86
쫘,赫,333,0,0.285784,0.527601,,,,,0x00E8B5AB,
쫙,郭,335,0,0.329751,0.527601,,,,,0x00E983AD,
쫠,革,338,0,0.395701,0.527601,,,,,0x00E99DA9,
쫬,岳,340,0,0.439668,0.527601,,,,,0x00E5B2B3,
쫴,樫,346,0,0.571568,0.527601,,,,,0x00E6A8AB,
쬈,橿,347,0,0.593552,0.527601,,,,,0x00E6A9BF,
쬐,梶,348,0,0.615535,0.527601,,,,,0x00E6A2B6,
쬔,鰍,349,0,0.637518,0.527601,,,,,0x00E9B08D,
쬘,潟,350,0,0.659502,0.527601,,,,,0x00E6BD9F,
쬠,喝,352,0,0.703469,0.527601,,,,,0x00E5969D,
쬡,恰,353,0,0.725452,0.527601,,,,,0x00E681B0,
쭁,括,354,0,0.747435,0.527601,,,,,0x00E68BAC,
쭈,渇,356,0,0.791402,0.527601,,,,,0x00E6B887,
쭉,葛,358,0,0.835369,0.527601,,,,,0x00E8919B,
쭌,褐,359,0,0.857352,0.527601,,,,,0x00E8A490,
쭐,鰹,362,0,0.923302,0.527601,,,,,0x00E9B0B9,
쭘,椛,364,0,0.967269,0.527601,,,,,0x00E6A49B,
쭙,樺,365,0,0,0.549585,,,,,0x00E6A8BA,
쭝,鞄,366,0,0.021983,0.549585,,,,,0x00E99E84,
쭤,株,367,0,0.043967,0.549585,,,,,0x00E6A0AA,
쭸,兜,368,0,0.06595,0.549585,,,,,0x00E5859C,
쭹,竃,369,0,0.087934,0.549585,,,,,0x00E7AB83,
쮜,蒲,370,0,0.109917,0.549585,,,,,0x00E892B2,
쮸,釜,371,0,0.1319,0.549585,,,,,0x00E9879C,
쯔,鴨,374,0,0.197851,0.549585,,,,,0x00E9B4A8,
쯤,栢,375,0,0.219834,0.549585,,,,,0x00E6A0A2,
쯧,茅,376,0,0.241817,0.549585,,,,,0x00E88C85,
쯩,萱,377,0,0.263801,0.549585,,,,,0x00E890B1,
찌,始,1082,0,0.923302,0.879336,606,7,0.403029,0.241817,0x00E5A78B,0x00E5A78B
찍,賛,1066,0,0.571568,0.879336,597,7,0.644846,0.161212,0x00E8B39B,0x00E8B39B
찐,粥,378,0,0.285784,0.549585,,,,,0x00E7B2A5,
찔,称,1363,1,0.175867,0.043967,770,8,0.080606,0.403029,0x00E7A7B0,0x00E7A7B0
찜,刈,379,0,0.307767,0.549585,,,,,0x00E58888,
찝,苅,380,0,0.329751,0.549585,,,,,0x00E88B85,
찡,瓦,381,0,0.351734,0.549585,,,,,0x00E793A6,
찢,侃,383,0,0.395701,0.549585,,,,,0x00E4BE83,
찧,冠,384,0,0.417684,0.549585,,,,,0x00E586A0,
차,虚,556,0,0.241817,0.637518,303,5,0.161212,0.161212,0x00E8999A,0x00E8999A
착,豪,922,0,0.373718,0.813385,512,6,0.56424,0.56424,0x00E8B1AA,0x00E8B1AA
찬,金,631,0,0.901319,0.659502,347,5,0.806058,0.403029,0x00E98791,0x00E98791
찮,頃,943,0,0.835369,0.813385,527,6,0.806058,0.644846,0x00E9A083,0x00E9A083
찰,紅,887,0,0.593552,0.791402,492,6,0.886663,0.403029,0x00E7B485,0x00E7B485
참,楽,341,0,0.461651,0.527601,179,4,0.806058,0.241817,0x00E6A5BD,0x00E6A5BD
찹,刊,386,0,0.461651,0.549585,,,,,0x00E5888A,
찻,喚,390,0,0.549585,0.549585,,,,,0x00E5969A,
찼,情,1397,1,0.923302,0.043967,791,8,0.806058,0.483635,0x00E68385,0x00E68385
창,愚,647,0,0.263801,0.681485,356,5,0.56424,0.483635,0x00E6849A,0x00E6849A
찾,競,570,0,0.549585,0.637518,310,5,0.725452,0.161212,0x00E7ABB6,0x00E7ABB6
채,僅,612,0,0.483635,0.659502,340,5,0.241817,0.403029,0x00E58385,0x00E58385
책,挟,585,0,0.879336,0.637518,319,5,0.483635,0.241817,0x00E68C9F,0x00E68C9F
챈,姦,392,0,0.593552,0.549585,,,,,0x00E5A7A6,
챌,常,1396,1,0.901319,0.043967,790,8,0.725452,0.483635,0x00E5B8B8,0x00E5B8B8
챔,寛,395,0,0.659502,0.549585,,,,,0x00E5AF9B,
챕,患,398,0,0.725452,0.549585,,,,,0x00E682A3,
챗,柑,404,0,0.857352,0.549585,,,,,0x00E69F91,
챘,桓,405,0,0.879336,0.549585,,,,,0x00E6A193,
챙,款,407,0,0.923302,0.549585,,,,,0x00E6ACBE,
챠,殊,1205,0,0.659502,0.945286,682,7,0.725452,0.725452,0x00E6AE8A,0x00E6AE8A
챤,澗,411,0,0.021983,0.571568,,,,,0x00E6BE97,
챦,潅,412,0,0.043967,0.571568,,,,,0x00E6BD85,
챨,竿,417,0,0.153884,0.571568,,,,,0x00E7ABBF,
챰,缶,421,0,0.241817,0.571568,,,,,0x00E7BCB6,
챵,翰,422,0,0.263801,0.571568,,,,,0x00E7BFB0,
처,吸,530,0,0.659502,0.615535,284,5,0.56424,0,0x00E590B8,0x00E590B8
척,艦,424,0,0.307767,0.571568,,,,,0x00E889A6,
천,灰,288,0,0.285784,0.505618,155,4,0.806058,0.080606,0x00E781B0,0x00E781B0
철,斬,1069,0,0.637518,0.879336,598,7,0.725452,0.161212,0x00E696AC,0x00E696AC
첨,莞,425,0,0.329751,0.571568,,,,,0x00E88E9E,
첩,後,822,0,0.153884,0.769419,463,6,0.483635,0.241817,0x00E5BE8C,0x00E5BE8C
첫,勲,673,0,0.835369,0.681485,367,5,0.483635,0.56424,0x00E58BB2,0x00E58BB2
첬,諌,427,0,0.373718,0.571568,,,,,0x00E8AB8C,
청,逆,524,0,0.527601,0.615535,278,5,0.080606,0,0x00E98086,0x00E98086
체,委,50,0,0,0.395701,21,3,0.644846,0.161212,0x00E5A794,0x00E5A794
첵,鑑,430,0,0.439668,0.571568,,,,,0x00E99191,
첸,閑,432,0,0.483635,0.571568,,,,,0x00E99691,
첼,事,1121,0,0.791402,0.901319,633,7,0.644846,0.403029,0x00E4BA8B,0x00E4BA8B
쳄,韓,435,0,0.549585,0.571568,,,,,0x00E99F93,
쳅,舘,437,0,0.593552,0.571568,,,,,0x00E88898,
쳇,巌,441,0,0.681485,0.571568,,,,,0x00E5B78C,
쳉,玩,442,0,0.703469,0.571568,,,,,0x00E78EA9,
쳐,光,840,0,0.549585,0.769419,470,6,0.080606,0.322423,0x00E58589,0x00E58589
쳔,癌,443,0,0.725452,0.571568,,,,,0x00E7998C,
쳤,岩,445,0,0.769419,0.571568,,,,,0x00E5B2A9,
쳬,翫,446,0,0.791402,0.571568,,,,,0x00E7BFAB,
쳰,贋,447,0,0.813385,0.571568,,,,,0x00E8B48B,
촁,雁,448,0,0.835369,0.571568,,,,,0x00E99B81,
초,我,259,0,0.637518,0.483635,134,4,0.080606,0,0x00E68891,0x00E68891
촉,尻,1423,1,0.505618,0.06595,806,8,0.080606,0.644846,0x00E5B0BB,0x00E5B0BB
촌,伎,453,0,0.945286,0.571568,,,,,0x00E4BC8E,
촐,岐,461,0,0.1319,0.593552,,,,,0x00E5B290,
촘,机,466,0,0.241817,0.593552,,,,,0x00E69CBA,
촙,棋,470,0,0.329751,0.593552,,,,,0x00E6A38B,
촛,棄,471,0,0.351734,0.593552,,,,,0x00E6A384,
총,隅,654,0,0.417684,0.681485,361,5,0,0.56424,0x00E99A85,0x00E99A85
촤,毅,474,0,0.417684,0.593552,,,,,0x00E6AF85,
촨,汽,476,0,0.461651,0.593552,,,,,0x00E6B1BD,
촬,畿,477,0,0.483635,0.593552,,,,,0x00E795BF,
촹,季,479,0,0.527601,0.593552,,,,,0x00E5ADA3,
최,碍,306,0,0.681485,0.505618,164,4,0.56424,0.161212,0x00E7A28D,0x00E7A28D
쵠,紀,481,0,0.571568,0.593552,,,,,0x00E7B480,
쵤,徽,482,0,0.593552,0.593552,,,,,0x00E5BEBD,
쵬,軌,487,0,0.703469,0.593552,,,,,0x00E8BB8C,
쵭,亀,492,0,0.813385,0.593552,,,,,0x00E4BA80,
쵯,妓,495,0,0.879336,0.593552,,,,,0x00E5A693,
쵱,宜,496,0,0.901319,0.593552,,,,,0x00E5AE9C,
쵸,擬,499,0,0.967269,0.593552,,,,,0x00E693AC,
춈,祇,503,0,0.06595,0.615535,,,,,0x00E7A587,
추,開,294,0,0.417684,0.505618,159,4,0.161212,0.161212,0x00E9968B,0x00E9968B
축,外,299,0,0.527601,0.505618,161,4,0.322423,0.161212,0x00E5A496,0x00E5A496
춘,唱,1324,1,0.307767,0.021983,751,8,0.483635,0.241817,0x00E594B1,0x00E594B1
출,叶,363,0,0.945286,0.527601,189,4,0.644846,0.322423,0x00E58FB6,0x00E58FB6
춤,索,1028,0,0.725452,0.857352,577,7,0,0.080606,0x00E7B4A2,0x00E7B4A2
춥,蟻,505,0,0.109917,0.615535,,,,,0x00E89FBB,
춧,誼,506,0,0.1319,0.615535,,,,,0x00E8AABC,
충,貴,485,0,0.659502,0.593552,255,4,0.161212,0.806058,0x00E8B2B4,0x00E8B2B4
춰,鏡,597,0,0.153884,0.659502,329,5,0.322423,0.322423,0x00E98FA1,0x00E98FA1
췄,菊,509,0,0.197851,0.615535,,,,,0x00E88F8A,
췌,鞠,510,0,0.219834,0.615535,,,,,0x00E99EA0,
췐,喫,513,0,0.285784,0.615535,,,,,0x00E596AB,
취,号,917,0,0.263801,0.813385,510,6,0.403029,0.56424,0x00E58FB7,0x00E58FB7
췬,桔,514,0,0.307767,0.615535,,,,,0x00E6A194,
췰,橘,515,0,0.329751,0.615535,,,,,0x00E6A998,
췸,砧,517,0,0.373718,0.615535,,,,,0x00E7A0A7,
췹,杵,518,0,0.395701,0.615535,,,,,0x00E69DB5,
췻,黍,519,0,0.417684,0.615535,,,,,0x00E9BB8D,
췽,朽,535,0,0.769419,0.615535,,,,,0x00E69CBD,
츄,汲,537,0,0.813385,0.615535,,,,,0x00E6B1B2,
츈,灸,539,0,0.857352,0.615535,,,,,0x00E781B8,
츌,笈,543,0,0.945286,0.615535,,,,,0x00E7AC88,
츔,糾,545,0,0,0.637518,,,,,0x00E7B3BE,
츙,拒,552,0,0.153884,0.637518,,,,,0x00E68B92,
츠,顔,450,0,0.879336,0.571568,231,4,0.161212,0.644846,0x00E9A194,0x00E9A194
